Datetime,Close,High,Low,Open,Volume
2025-03-02 23:00:00+00:00,21030.75,21036.25,20965.0,21005.25,4226
2025-03-02 23:15:00+00:00,20995.75,21030.0,20982.0,21029.75,3134
2025-03-02 23:30:00+00:00,20989.0,21008.5,20976.0,20995.75,2097
2025-03-02 23:45:00+00:00,20968.5,21002.25,20949.0,20988.5,3200
2025-03-03 00:00:00+00:00,20897.5,20971.0,20897.0,20969.5,3508
2025-03-03 00:15:00+00:00,20881.75,20903.25,20850.25,20896.75,4775
2025-03-03 00:30:00+00:00,20887.25,20894.25,20837.75,20881.75,3443
2025-03-03 00:45:00+00:00,20883.0,20907.25,20872.5,20887.75,2105
2025-03-03 01:00:00+00:00,20898.25,20918.5,20863.75,20885.75,3064
2025-03-03 01:15:00+00:00,20912.25,20920.0,20882.25,20897.5,1757
2025-03-03 01:30:00+00:00,20902.5,20915.5,20886.0,20911.5,1579
2025-03-03 01:45:00+00:00,20945.0,20952.0,20894.75,20902.0,2526
2025-03-03 02:00:00+00:00,20949.25,20962.75,20940.0,20942.25,1877
2025-03-03 02:15:00+00:00,20931.75,20953.0,20928.0,20950.0,1633
2025-03-03 02:30:00+00:00,20938.5,20948.0,20918.5,20932.25,1602
2025-03-03 02:45:00+00:00,20929.5,20955.5,20924.5,20938.75,1459
2025-03-03 03:00:00+00:00,20905.5,20934.0,20904.75,20928.0,1480
2025-03-03 03:15:00+00:00,20900.0,20914.75,20884.25,20906.75,1891
2025-03-03 03:30:00+00:00,20908.25,20914.5,20887.75,20899.0,1314
2025-03-03 03:45:00+00:00,20923.5,20927.25,20907.5,20907.5,826
2025-03-03 04:00:00+00:00,20939.25,20943.25,20919.75,20923.0,881
2025-03-03 04:15:00+00:00,20944.5,20949.0,20934.75,20940.0,590
2025-03-03 04:30:00+00:00,20945.25,20947.25,20936.75,20943.75,515
2025-03-03 04:45:00+00:00,20954.0,20956.0,20939.75,20943.0,447
2025-03-03 05:00:00+00:00,20962.25,20964.75,20945.0,20951.5,1206
2025-03-03 05:15:00+00:00,20973.0,20983.75,20957.25,20962.0,1243
2025-03-03 05:30:00+00:00,20992.5,21001.5,20961.5,20972.25,1640
2025-03-03 05:45:00+00:00,20987.0,20994.25,20982.25,20992.0,645
2025-03-03 06:00:00+00:00,20965.0,20989.75,20962.0,20986.5,1433
2025-03-03 06:15:00+00:00,20970.0,20971.25,20958.5,20965.5,741
2025-03-03 06:30:00+00:00,20990.25,20990.5,20964.5,20971.25,1787
2025-03-03 06:45:00+00:00,21008.25,21021.25,20979.0,20989.25,2807
2025-03-03 07:00:00+00:00,20976.5,21014.5,20968.0,21009.0,1797
2025-03-03 07:15:00+00:00,20929.5,20979.5,20923.25,20975.75,2407
2025-03-03 07:30:00+00:00,20975.5,20979.5,20925.25,20931.0,1871
2025-03-03 07:45:00+00:00,20963.5,20980.75,20952.75,20974.75,1661
2025-03-03 08:00:00+00:00,20967.25,20990.0,20950.5,20961.5,2914
2025-03-03 08:15:00+00:00,20910.0,20974.25,20888.0,20969.5,4448
2025-03-03 08:30:00+00:00,20955.5,20963.5,20906.0,20908.5,3258
2025-03-03 08:45:00+00:00,20947.5,20963.5,20933.5,20957.0,2147
2025-03-03 09:00:00+00:00,20948.75,20958.0,20928.25,20948.0,2784
2025-03-03 09:15:00+00:00,20971.75,20980.0,20946.5,20947.75,2059
2025-03-03 09:30:00+00:00,20987.0,20992.25,20973.0,20974.0,1433
2025-03-03 09:45:00+00:00,21013.25,21019.0,20984.25,20989.0,1963
2025-03-03 10:00:00+00:00,20991.75,21021.0,20989.75,21014.0,1819
2025-03-03 10:15:00+00:00,20995.5,21000.75,20986.0,20992.25,1220
2025-03-03 10:30:00+00:00,21004.0,21011.0,20995.75,20995.75,1375
2025-03-03 10:45:00+00:00,21003.75,21010.75,20997.0,21002.75,1060
2025-03-03 11:00:00+00:00,21023.5,21024.25,20995.25,21003.75,1533
2025-03-03 11:15:00+00:00,21028.5,21030.75,21012.75,21024.0,1161
2025-03-03 11:30:00+00:00,21022.0,21030.5,21010.0,21029.25,1186
2025-03-03 11:45:00+00:00,21042.25,21045.75,21019.0,21023.0,1600
2025-03-03 12:00:00+00:00,21092.0,21099.5,21031.25,21040.75,4582
2025-03-03 12:15:00+00:00,21076.0,21101.0,21071.5,21093.0,3594
2025-03-03 12:30:00+00:00,21073.0,21084.5,21061.25,21076.25,2447
2025-03-03 12:45:00+00:00,21069.5,21084.0,21059.0,21073.0,2921
2025-03-03 13:00:00+00:00,21053.5,21076.75,21049.25,21070.25,2314
2025-03-03 13:15:00+00:00,21073.75,21081.0,21044.75,21053.5,3061
2025-03-03 13:30:00+00:00,21047.75,21074.0,21036.0,21074.0,3920
2025-03-03 13:45:00+00:00,21065.5,21073.0,21034.25,21047.75,4195
2025-03-03 14:00:00+00:00,21076.25,21098.5,21055.5,21065.25,5116
2025-03-03 14:15:00+00:00,21056.25,21089.75,21049.0,21076.75,6469
2025-03-03 14:30:00+00:00,20971.25,21121.0,20942.75,21055.5,45369
2025-03-03 14:45:00+00:00,20845.5,21008.0,20824.25,20970.0,41571
2025-03-03 15:00:00+00:00,20831.0,20898.5,20760.0,20845.0,44653
2025-03-03 15:15:00+00:00,20958.0,20960.25,20806.0,20829.75,32393
2025-03-03 15:30:00+00:00,20981.0,20989.25,20873.0,20958.0,30205
2025-03-03 15:45:00+00:00,20858.0,20981.0,20848.75,20980.25,23117
2025-03-03 16:00:00+00:00,20914.25,20927.0,20858.5,20858.5,20497
2025-03-03 16:15:00+00:00,20886.0,20985.0,20885.5,20914.0,20881
2025-03-03 16:30:00+00:00,20842.0,20904.25,20831.0,20887.0,20693
2025-03-03 16:45:00+00:00,20922.0,20943.5,20839.0,20840.75,15846
2025-03-03 17:00:00+00:00,20932.75,20938.75,20900.25,20922.0,11733
2025-03-03 17:15:00+00:00,20942.5,20954.5,20912.25,20932.5,9045
2025-03-03 17:30:00+00:00,20936.5,20964.5,20906.75,20943.0,10353
2025-03-03 17:45:00+00:00,20849.25,20939.25,20822.0,20937.75,16534
2025-03-03 18:00:00+00:00,20719.5,20857.0,20704.75,20849.5,24726
2025-03-03 18:15:00+00:00,20685.5,20772.5,20675.5,20719.0,21300
2025-03-03 18:30:00+00:00,20692.0,20713.75,20653.25,20685.25,21089
2025-03-03 18:45:00+00:00,20747.75,20770.0,20671.75,20691.0,25806
2025-03-03 19:00:00+00:00,20750.75,20793.0,20738.75,20747.25,17062
2025-03-03 19:15:00+00:00,20715.0,20758.25,20702.25,20751.25,15194
2025-03-03 19:30:00+00:00,20799.75,20819.75,20710.0,20714.5,15635
2025-03-03 19:45:00+00:00,20603.25,20799.0,20598.75,20799.0,31029
2025-03-03 20:00:00+00:00,20461.25,20606.0,20427.0,20604.25,42448
2025-03-03 20:15:00+00:00,20381.0,20502.25,20361.0,20460.25,31450
2025-03-03 20:30:00+00:00,20345.0,20436.25,20316.75,20380.5,30054
2025-03-03 20:45:00+00:00,20473.0,20478.0,20339.75,20344.75,44942
2025-03-03 21:00:00+00:00,20503.75,20514.5,20464.25,20473.5,15596
2025-03-03 21:15:00+00:00,20529.75,20534.0,20502.75,20503.75,3884
2025-03-03 21:30:00+00:00,20529.0,20537.0,20514.25,20529.5,2105
2025-03-03 21:45:00+00:00,20530.75,20533.5,20517.0,20528.75,1643
2025-03-03 23:00:00+00:00,20508.5,20527.0,20490.0,20527.0,970
2025-03-03 23:15:00+00:00,20544.0,20553.5,20510.0,20510.5,1860
2025-03-03 23:30:00+00:00,20519.5,20557.75,20515.0,20544.5,3782
2025-03-03 23:45:00+00:00,20515.75,20527.75,20499.75,20519.5,6898
2025-03-04 00:00:00+00:00,20502.75,20531.5,20492.75,20514.75,1836
2025-03-04 00:15:00+00:00,20529.75,20542.5,20493.75,20503.25,1818
2025-03-04 00:30:00+00:00,20510.5,20535.5,20509.0,20530.0,1202
2025-03-04 00:45:00+00:00,20551.0,20556.25,20474.0,20510.25,3303
2025-03-04 01:00:00+00:00,20512.75,20571.0,20508.5,20551.25,2351
2025-03-04 01:15:00+00:00,20504.25,20535.75,20495.0,20514.5,1942
2025-03-04 01:30:00+00:00,20503.0,20511.0,20466.5,20508.75,2504
2025-03-04 01:45:00+00:00,20476.75,20521.0,20466.25,20504.25,1807
2025-03-04 02:00:00+00:00,20508.0,20513.75,20472.75,20476.75,1775
2025-03-04 02:15:00+00:00,20517.75,20522.25,20502.5,20508.25,955
2025-03-04 02:30:00+00:00,20526.0,20538.5,20513.25,20516.25,1270
2025-03-04 02:45:00+00:00,20524.0,20536.75,20514.25,20525.25,1040
2025-03-04 03:00:00+00:00,20505.75,20537.5,20501.25,20523.5,1264
2025-03-04 03:15:00+00:00,20540.0,20549.5,20502.5,20505.75,1547
2025-03-04 03:30:00+00:00,20532.0,20543.0,20518.0,20539.75,887
2025-03-04 03:45:00+00:00,20540.5,20544.75,20524.25,20531.0,755
2025-03-04 04:00:00+00:00,20539.25,20549.0,20523.5,20540.75,1187
2025-03-04 04:15:00+00:00,20555.5,20562.0,20528.5,20540.0,1333
2025-03-04 04:30:00+00:00,20527.25,20562.0,20516.75,20557.75,1704
2025-03-04 04:45:00+00:00,20532.75,20536.25,20519.0,20526.0,809
2025-03-04 05:00:00+00:00,20540.75,20573.25,20532.25,20571.0,5085
2025-03-04 05:15:00+00:00,20577.25,20581.0,20537.25,20541.25,1109
2025-03-04 05:30:00+00:00,20562.0,20581.25,20560.25,20578.5,937
2025-03-04 05:45:00+00:00,20567.25,20578.5,20558.0,20561.75,590
