Price,Close,High,Low,Open,Volume
Ticker,MNQ=F,MNQ=F,MNQ=F,MNQ=F,MNQ=F
Datetime,,,,,
2025-01-10 05:00:00+00:00,21304.25,21310.5,21301.5,21308.75,1043
2025-01-10 05:15:00+00:00,21316.5,21317.25,21300.0,21304.25,3529
2025-01-10 05:30:00+00:00,21307.0,21328.0,21302.75,21316.5,5289
2025-01-10 05:45:00+00:00,21301.5,21309.75,21295.0,21307.0,3080
2025-01-10 06:00:00+00:00,21287.25,21301.5,21282.5,21300.5,4918
2025-01-10 06:15:00+00:00,21269.5,21290.75,21267.75,21287.75,4588
2025-01-10 06:30:00+00:00,21261.75,21282.0,21256.75,21269.25,4793
2025-01-10 06:45:00+00:00,21245.5,21270.25,21241.0,21262.0,6586
2025-01-10 07:00:00+00:00,21265.25,21266.75,21233.5,21245.25,7504
2025-01-10 07:15:00+00:00,21271.5,21286.75,21261.0,21265.25,7218
2025-01-10 07:30:00+00:00,21281.75,21292.25,21264.5,21271.75,5198
2025-01-10 07:45:00+00:00,21270.75,21283.5,21263.5,21282.25,4629
2025-01-10 08:00:00+00:00,21291.0,21291.0,21258.25,21269.0,7909
2025-01-10 08:15:00+00:00,21293.0,21300.0,21276.75,21290.75,5950
2025-01-10 08:30:00+00:00,21289.75,21298.75,21276.0,21293.5,4380
2025-01-10 08:45:00+00:00,21283.25,21293.25,21268.75,21290.25,4373
2025-01-10 09:00:00+00:00,21254.5,21288.0,21247.75,21283.25,6948
2025-01-10 09:15:00+00:00,21274.0,21288.75,21270.0,21276.0,7296
2025-01-10 09:30:00+00:00,21269.0,21294.75,21267.0,21273.75,4897
2025-01-10 09:45:00+00:00,21277.25,21282.25,21261.0,21268.75,3949
2025-01-10 10:00:00+00:00,21285.75,21293.5,21270.0,21277.0,3489
2025-01-10 10:15:00+00:00,21286.75,21294.25,21280.75,21285.5,2705
2025-01-10 10:30:00+00:00,21316.0,21318.0,21286.5,21287.5,4908
2025-01-10 10:45:00+00:00,21315.75,21321.75,21307.75,21316.25,4785
2025-01-10 11:00:00+00:00,21342.25,21342.25,21312.25,21316.75,4298
2025-01-10 11:15:00+00:00,21345.0,21362.75,21340.5,21360.80078125,11523
2025-01-10 11:30:00+00:00,21337.75,21354.75,21333.25,21345.0,6639
2025-01-10 11:45:00+00:00,21316.25,21344.0,21314.0,21338.25,7283
2025-01-10 12:00:00+00:00,21268.5,21324.5,21256.75,21316.5,14745
2025-01-10 12:15:00+00:00,21280.75,21293.75,21268.0,21269.0,8948
2025-01-10 12:30:00+00:00,21306.75,21318.75,21279.25,21281.25,8391
2025-01-10 12:45:00+00:00,21321.5,21322.75,21289.5,21307.0,8116
2025-01-10 13:00:00+00:00,21303.25,21323.5,21293.25,21321.25,8836
2025-01-10 13:15:00+00:00,21304.0,21310.0,21275.5,21304.0,10538
2025-01-10 13:30:00+00:00,21123.75,21312.0,21044.5,21304.5,97204
2025-01-10 13:45:00+00:00,21116.5,21166.0,21090.0,21124.0,52961
2025-01-10 14:00:00+00:00,21173.5,21182.0,21088.75,21116.5,45221
2025-01-10 14:15:00+00:00,21193.5,21195.25,21148.75,21173.25,36683
2025-01-10 14:30:00+00:00,21120.75,21197.25,21067.75,21193.5,149010
2025-01-10 14:45:00+00:00,21054.75,21137.25,21010.0,21120.25,105160
2025-01-10 15:00:00+00:00,20905.0,21053.75,20874.75,21053.75,123561
2025-01-10 15:15:00+00:00,21030.25,21032.25,20903.5,20905.25,95295
2025-01-10 15:30:00+00:00,21054.25,21085.5,21004.75,21030.5,92063
2025-01-10 15:45:00+00:00,20989.25,21123.0,20984.25,21054.25,102832
2025-01-10 16:00:00+00:00,20931.5,21001.75,20929.0,20989.25,70094
2025-01-10 16:15:00+00:00,20939.5,20974.75,20924.0,20932.0,57938
2025-01-10 16:30:00+00:00,20968.25,20971.0,20886.0,20939.25,61157
2025-01-10 16:45:00+00:00,20900.25,20982.5,20895.75,20968.5,53349
2025-01-10 17:00:00+00:00,20913.0,20916.0,20886.0,20901.0,38625
2025-01-10 17:15:00+00:00,20954.5,20961.0,20900.0,20913.0,38495
2025-01-10 17:30:00+00:00,21010.75,21018.5,20951.25,20953.75,37099
2025-01-10 17:45:00+00:00,21033.75,21042.0,20991.25,21010.5,31114
2025-01-10 18:00:00+00:00,21067.5,21080.75,21005.5,21033.75,35212
2025-01-10 18:15:00+00:00,21109.25,21134.25,21044.0,21067.25,43855
2025-01-10 18:30:00+00:00,21118.25,21137.0,21087.25,21109.25,36160
2025-01-10 18:45:00+00:00,21168.25,21175.75,21103.75,21118.0,44408
2025-01-10 19:00:00+00:00,21072.75,21171.25,21049.75,21167.75,54496
2025-01-10 19:15:00+00:00,21096.0,21108.5,21045.0,21072.75,37068
2025-01-10 19:30:00+00:00,21069.75,21098.0,21056.75,21096.0,34154
2025-01-10 19:45:00+00:00,21086.25,21102.75,21042.0,21069.25,31798
2025-01-10 20:00:00+00:00,21035.0,21099.5,21029.0,21086.25,34933
2025-01-10 20:15:00+00:00,21012.5,21045.25,21000.5,21035.25,38569
2025-01-10 20:30:00+00:00,21013.75,21038.25,20982.0,21011.75,44067
2025-01-10 20:45:00+00:00,21017.0,21045.5,20988.25,21013.75,45811
2025-01-10 21:00:00+00:00,21018.75,21035.75,20999.75,21016.75,17837
2025-01-10 21:15:00+00:00,21008.25,21026.0,21001.25,21018.75,5689
2025-01-10 21:30:00+00:00,20994.25,21010.75,20991.0,21008.0,4270
2025-01-10 21:45:00+00:00,20996.25,21003.0,20988.25,20994.25,3747
2025-01-12 23:00:00+00:00,20976.5,21028.75,20942.75,21027.5,9593
2025-01-12 23:15:00+00:00,21000.0,21001.25,20976.25,20976.25,4969
2025-01-12 23:30:00+00:00,21023.75,21028.0,20999.5,21000.0,6316
2025-01-12 23:45:00+00:00,21000.25,21024.25,20983.5,21023.25,8632
2025-01-13 00:00:00+00:00,21027.25,21034.5,20996.75,20999.5,6674
2025-01-13 00:15:00+00:00,21015.75,21037.0,21015.25,21026.25,4920
2025-01-13 00:30:00+00:00,21012.25,21026.5,20996.5,21016.5,5255
2025-01-13 00:45:00+00:00,20998.5,21013.5,20981.0,21012.0,6651
2025-01-13 01:00:00+00:00,20962.75,21002.75,20958.75,20999.25,8185
2025-01-13 01:15:00+00:00,20957.25,20979.25,20955.75,20962.25,5492
2025-01-13 01:30:00+00:00,20909.25,20958.25,20905.5,20957.25,13643
2025-01-13 01:45:00+00:00,20925.25,20932.5,20888.75,20909.75,12112
2025-01-13 02:00:00+00:00,20918.5,20933.0,20912.0,20925.25,6809
2025-01-13 02:15:00+00:00,20938.75,20948.5,20916.5,20920.25,6207
2025-01-13 02:30:00+00:00,20925.25,20946.5,20922.25,20939.0,4402
2025-01-13 02:45:00+00:00,20925.5,20928.0,20915.25,20925.25,4564
2025-01-13 03:00:00+00:00,20901.75,20937.0,20901.0,20925.0,6789
2025-01-13 03:15:00+00:00,20882.25,20913.0,20857.25,20902.0,13653
2025-01-13 03:30:00+00:00,20883.0,20886.0,20863.0,20881.75,7165
2025-01-13 03:45:00+00:00,20881.0,20890.25,20866.25,20882.75,5846
2025-01-13 04:00:00+00:00,20891.75,20900.25,20880.5,20880.5,5506
2025-01-13 04:15:00+00:00,20892.25,20895.0,20881.25,20891.75,3636
2025-01-13 04:30:00+00:00,20887.75,20895.0,20876.5,20893.0,3545
2025-01-13 04:45:00+00:00,20899.25,20901.75,20885.0,20887.75,3188
2025-01-13 05:00:00+00:00,20891.0,20899.75,20886.0,20897.5,2817
2025-01-13 05:15:00+00:00,20878.25,20897.5,20875.75,20891.25,3366
2025-01-13 05:30:00+00:00,20878.5,20885.0,20865.75,20877.5,4815
2025-01-13 05:45:00+00:00,20888.0,20894.75,20877.5,20879.25,3457
2025-01-13 06:00:00+00:00,20913.75,20916.0,20886.25,20886.75,5460
2025-01-13 06:15:00+00:00,20915.0,20929.25,20912.0,20913.5,4200
2025-01-13 06:30:00+00:00,20910.0,20922.25,20897.25,20914.0,4873
2025-01-13 06:45:00+00:00,20906.25,20918.0,20901.75,20909.75,2751
2025-01-13 07:00:00+00:00,20893.5,20916.25,20887.25,20906.0,5761
2025-01-13 07:15:00+00:00,20886.5,20897.5,20867.5,20893.25,6699
2025-01-13 07:30:00+00:00,20884.25,20892.75,20874.0,20886.75,5239
2025-01-13 07:45:00+00:00,20882.0,20901.75,20866.75,20884.5,5898
2025-01-13 08:00:00+00:00,20890.0,20911.5,20871.5,20882.0,11699
2025-01-13 08:15:00+00:00,20823.75,20896.0,20815.5,20890.0,18677
2025-01-13 08:30:00+00:00,20828.5,20847.25,20812.0,20823.25,11981
2025-01-13 08:45:00+00:00,20803.0,20842.75,20794.0,20829.0,10047
2025-01-13 09:00:00+00:00,20721.5,20812.0,20710.0,20803.5,25214
2025-01-13 09:15:00+00:00,20710.25,20741.25,20702.5,20720.80078125,19161
2025-01-13 09:30:00+00:00,20709.5,20743.75,20705.0,20711.0,9435
2025-01-13 09:45:00+00:00,20721.25,20729.0,20705.75,20710.0,6405
